CommentId,commentText,language,user_index,post_index,report_count_comment,report_count_post,like_count_comment,like_count_post,label,commentCleaned,translated_value
184618,so beautiful  rashi so nice,Bengali,20772,121079,0,5,0.0,417.0,0.0,so beautiful rashi so nice,so beautiful rashi so nice
184619,mk2917929,Bengali,14051,51914,0,0,0.0,114.0,0.0,mk,mk
184626,divi u r so sweet ,Bengali,19364,393126,0,0,2.0,27.0,0.0,divi u r so sweet,divi u r so sweet
184627,randi magi too ladki name bojjat,Bengali,8383,1079687,0,0,0.0,148.0,1.0,randi magi too ladki name bojjat,Randi Mugee Too Larki Names Names
184628,sabai redi thako dudh  r gud debe,Bengali,25805,558746,0,0,0.0,367.0,1.0,sabai redi thako dudh r gud debe,Everyone will be ready to be ready milk
184631,ata ki hoo6a,Bengali,12427,538455,0,0,1.0,51.0,0.0,ata ki hooa,Ata PA
184632,benstokes...,Bengali,4786,896064,0,1,0.0,87.0,0.0,benstokes,Benstokes.
184633,xxxvoibo,Bengali,18444,251671,0,2,0.0,371.0,1.0,xxxvoibo,xxxvoibo
184634,49 taka bara,Bengali,19563,497642,0,3,0.0,416.0,1.0,taka bara,just take
184635,bolda theek coronavirus,Bengali,19945,45351,0,0,0.0,196.0,0.0,bolda theek coronavirus,Balker
184636,rand ,Bengali,37947,190852,0,0,0.0,33.0,1.0,rand,rand
184637,i love my india ammi,Bengali,12095,60219,0,13,0.0,1071.0,0.0,i love my india ammi,i love my india ammi
184640,tomar dhud gula valo acha,Bengali,24625,1088262,0,0,1.0,115.0,1.0,tomar dhud gula valo acha,Your dyes are good
184641,chdomiedloloo,Bengali,2446,558746,0,0,0.0,367.0,1.0,chdomiedloloo,chdomiedloloo
184642,supper dance ,Bengali,23021,440932,0,1,0.0,40.0,0.0,supper dance,supper dance
184644,oy amaka korta debe tor dud anak baro ar habe narm sottey bolche,Bengali,28010,73701,0,0,0.0,1466.0,1.0,oy amaka korta debe tor dud anak baro ar habe narm sottey bolche,The milk will be done by that milk will be softly saying softly
184645,"paka khanki tui,loker taka gulo niye sonar sob jinis toyri korchis valoi to ,,,koto taka ses korchis sobar",Bengali,29671,312904,0,1,0.0,40.0,1.0,paka khanki tuiloker taka gulo niye sonar sob jinis toyri korchis valoi to koto taka ses korchis sobar,How do you finish the money to make all the gold things about the money on the money of Takash Khankkolk?
184647,teri awaaz tu kitni gandi hai re,Bengali,18480,116240,0,19,0.0,674.0,1.0,teri awaaz tu kitni gandi hai re,Your voice is how dirty
184648,tor sasuri,Bengali,6636,921980,0,2,0.0,859.0,0.0,tor sasuri,Tore Sasuri
184649,i love my india ilove my army,Bengali,14091,60219,0,13,0.0,1071.0,0.0,i love my india ilove my army,i love my india ilove my army
184650,didi aap ki video send kar diye hain please mera nahin video send kijiye,Bengali,29813,265140,0,0,1.0,160.0,0.0,didi aap ki video send kar diye hain please mera nahin video send kijiye,Sister has sent you the video please send not my video
184651,oy baby ki holo nace baby ,Bengali,14044,2037,0,0,1.0,54.0,0.0,oy baby ki holo nace baby,That baby is Nasa Baby
184652,  o to good,Bengali,3808,880778,0,1,0.0,394.0,0.0,o to good,o to good
184655,tor gare khanki sali,Bengali,6601,589355,0,0,0.0,51.0,1.0,tor gare khanki sali,Your Gare Chanki Sali
184656,sala nubhaa pubj,Bengali,12054,47921,0,0,0.0,237.0,1.0,sala nubhaa pubj,SPEAKER HABRAGA
184657,same to you bunu ,Bengali,13508,375882,0,0,0.0,34.0,0.0,same to you bunu,same to you bunu
184658,ba valo laglo vedio ta ,Bengali,27860,683133,0,0,1.0,65.0,0.0,ba valo laglo vedio ta,Or nice video it
184659,mollaashadul390 ,Bengali,13508,680300,0,1,0.0,87.0,0.0,mollaashadul,Mullahshadul
184662,bal parbe toy,Bengali,24205,880756,0,0,0.0,90.0,1.0,bal parbe toy,Baal can
184664,tor mal ta valo a6e bal,Bengali,407,671824,0,0,0.0,54.0,1.0,tor mal ta valo ae bal,Your stuff is good for this
184666,aapko neend aayi hai kai.....,Bengali,15504,498978,0,0,1.0,36.0,0.0,aapko neend aayi hai kai,You have slept
184667,paglichodi,Bengali,33993,590927,0,1,0.0,86.0,1.0,paglichodi,paglili
184668,sangkhodip,Bengali,38053,827159,0,2,0.0,141.0,0.0,sangkhodip,sangkankhodip
184672,hiii mutki tomar smile ache  beautiful  ,Bengali,13489,772296,0,0,1.0,49.0,0.0,hiii mutki tomar smile ache beautiful,Heiei Muti is your smile Beautiful
184674,hello 9365433792,Bengali,19883,419629,0,21,2.0,283.0,0.0,hello,hello
184675,kota bolba,Bengali,11416,41696,0,1,0.0,27.0,0.0,kota bolba,Tell the quota
184676,somnath pal oi sobe kichu hobe na hobe ta onno rkm jeta ekta valobasar onuvuti chuye jay,Bengali,7602,724335,0,0,0.0,264.0,0.0,somnath pal oi sobe kichu hobe na hobe ta onno rkm jeta ekta valobasar onuvuti chuye jay,Somnath Paul will not be anything that will not be a love feeling that
184677,52584sanu hmm ,Bengali,13508,821908,0,0,0.0,80.0,0.0,sanu hmm,healthy hmm
184681,786samaul  ,Bengali,35128,171504,0,0,0.0,43.0,0.0,samaul,Equal
184682,subhankarguha son tor mukhta. age dekh bujli tor bouta kmn age dekh boka choda,Bengali,35169,1005769,0,1,0.0,57.0,1.0,subhankarguha son tor mukhta age dekh bujli tor bouta kmn age dekh boka choda,"Shuvkhanaguha hear your face, seeing the face of you, Bugly your wife is a fool"
184686,app ro q rehe hai,Bengali,34845,796926,0,3,0.0,49.0,0.0,app ro q rehe hai,Is C Ro Q
184687,dada tmr bari kuthe,Bengali,35126,970571,0,0,1.0,103.0,0.0,dada tmr bari kuthe,Dada Teamber Bury Koutle
184688,supper nice ,Bengali,14677,209252,0,1,0.0,285.0,0.0,supper nice,supper nice
184689,randi tomar god dikhao desi like pavai,Bengali,31240,320130,0,1,0.0,649.0,1.0,randi tomar god dikhao desi like pavai,Randi Tomar God Show Desi Written Pavai
184690,mam179at a9382674266,Bengali,16563,73634,0,1,0.0,48.0,0.0,mamat a,mamat a
184691,sorile je khani sogti ase shop khatai sala,Bengali,32757,532007,0,0,0.0,284.0,1.0,sorile je khani sogti ase shop khatai sala,Saractory Suggid came to the shop
184692,hindi or bengali,Bengali,4092,735581,0,1,0.0,408.0,0.0,hindi or bengali,hindi or bengali
184693,nice yar kub sundor video,Bengali,17876,538948,0,1,0.0,84.0,0.0,nice yar kub sundor video,Nice whose very nice video
184694,ss10468662501 haa ji ,Bengali,12856,571985,0,0,2.0,62.0,0.0,ss haa ji,Shis Ha G
184695,ye dektehi mera land khara ho gaya sab kuch khol ke karona dekhte dekhte hila aunga,Bengali,25907,904094,0,9,0.0,5351.0,1.0,ye dektehi mera land khara ho gaya sab kuch khol ke karona dekhte dekhte hila aunga,This gives my cock standing everything to see everything.
184698,claasi,Bengali,33325,221310,0,0,2.0,158.0,0.0,claasi,claides
184699,rahul   9832163557 call karo,Bengali,34838,316839,0,20,0.0,420.0,0.0,rahul call karo,Call Rahul
184700,good morning ,Bengali,7376,192109,0,0,1.0,87.0,0.0,good morning,good morning
184701,koyal12 kutta ,Bengali,1891,297784,0,0,0.0,38.0,1.0,koyal kutta,Cuckle dog
184702,sumitmridha4011 rjdbvss,Bengali,12526,320130,0,1,0.0,649.0,0.0,sumitmridha rjdbvss,sumitmridha rjdbvss
184704,11276386401 thiki bola6o,Bengali,34758,298502,0,1,0.0,1046.0,0.0,thiki bolao,Thiki Bolao
184705,ajka khub sundor lagche,Bengali,1548,668288,0,6,0.0,120.0,0.0,ajka khub sundor lagche,It's very nice today
184707,share kar di sister ok,Bengali,29813,173789,0,0,0.0,132.0,0.0,share kar di sister ok,Shared Sister OK
184708," ""assalamu alaikumgood morning my dear """,Bengali,3623,947221,0,0,1.0,77.0,0.0,assalamu alaikumgood morning my dear,assalamu alaikum good morning my dear
184709,nice,Bengali,24469,821908,0,0,1.0,80.0,0.0,nice,nice
184713,khub sundar size,Bengali,33756,880756,0,0,0.0,90.0,1.0,khub sundar size,Very nice size
184714,second hand bobs,Bengali,16406,304717,0,0,0.0,437.0,1.0,second hand bobs,second hand bobs
184715,tor gondho choda vodha tui rastra kutta diya choda,Bengali,18498,103759,0,0,0.0,363.0,1.0,tor gondho choda vodha tui rastra kutta diya choda,Tore Gondho leaves Vodha Tui Rent
184716,very good morning very beautiful didi ,Bengali,12691,970007,0,0,0.0,241.0,0.0,very good morning very beautiful didi,very good morning very beautiful didi
184719,_3sisters kiv,Bengali,6580,64726,0,0,0.0,102.0,0.0,sisters kiv,sisters kjv
184722,na ji ,Bengali,23115,864961,0,0,0.0,48.0,0.0,na ji,Those
184723,nice vai jaan,Bengali,10574,82615,0,0,0.0,56.0,0.0,nice vai jaan,Nice
184725,active farm ke ba ko jiski lagat nahin to hai,Bengali,6379,994162,0,0,0.0,67.0,0.0,active farm ke ba ko jiski lagat nahin to hai,The active form is not the cost
184728,jio bode,Bengali,12351,44405,0,0,0.0,42.0,0.0,jio bode,In the geocation
184729,khub valo bon,Bengali,40274,361971,0,0,2.0,51.0,0.0,khub valo bon,Very good sister
184730,mined bloing,Bengali,18223,722394,0,0,0.0,37.0,0.0,mined bloing,mined bloing
184731,ooo na jabo naki,Bengali,21560,290296,0,0,0.0,60.0,0.0,ooo na jabo naki,Do not go or not
184733,ai khanki,Bengali,19950,857365,0,2,0.0,1103.0,1.0,ai khanki,This is the kink
184734,jachie to,Bengali,35445,1020356,0,0,1.0,33.0,0.0,jachie to,jachie to
184735,love you very much indian army,Bengali,21867,60219,0,13,0.0,1071.0,0.0,love you very much indian army,love you very much indian army
184737,hello friends call me please,Bengali,37487,1051411,0,0,1.0,63.0,0.0,hello friends call me please,hello friends call me please
184739,96akramul hi,Bengali,21776,258696,0,0,0.0,88.0,0.0,akramul hi,Eclosure is
184740, tina      ,Bengali,33686,359016,0,0,1.0,32.0,0.0,tina,tina
184741,4602603165  hoy tomader gotro na to tomader valo nam dorkar,Bengali,30888,947102,0,0,0.0,54.0,0.0,hoy tomader gotro na to tomader valo nam dorkar,You do not have a good name for you
184742,ke pagol nake cha ya chata para na ,Bengali,2531,800886,0,0,0.0,47.0,1.0,ke pagol nake cha ya chata para na,Who is crazy or tea that can not be the umbrella
184743,pagli chudi joto sob,Bengali,38954,1009485,0,3,0.0,308.0,1.0,pagli chudi joto sob,Pagli chudi
184747,tapa tap tapa tap...,Bengali,13432,579518,0,0,0.0,688.0,1.0,tapa tap tapa tap,Find find find find
184748,year nobi bharat for babar naki kutta,Bengali,5597,11368,0,0,0.0,75.0,1.0,year nobi bharat for babar naki kutta,Year nobi bharat forbabar naki kutta
184749,dada bai ardidi tomather namki,Bengali,7659,355046,0,0,0.0,84.0,0.0,dada bai ardidi tomather namki,Large white ar brother to mat and RNA door port i
184750,randi buri,Bengali,23040,334486,0,1,0.0,137.0,1.0,randi buri,Roni Buri
184751,tu randi hai yaar,Bengali,1459,665312,0,0,0.0,33.0,1.0,tu randi hai yaar,Who is the Randy Hai
184752,kyon chehra laga tumhara gand mein rehte,Bengali,9886,324027,0,0,0.0,125.0,0.0,kyon chehra laga tumhara gand mein rehte,Why face your face
184753,mangal8963 ,Bengali,13508,772296,0,0,0.0,49.0,0.0,mangal,Mars
184754,sali meyetar muke gural,Bengali,35905,298502,0,1,0.0,1046.0,1.0,sali meyetar muke gural,Girl in the mouth of the arbitrator
184755,thinks,Bengali,6506,280907,0,0,1.0,52.0,0.0,thinks,thinks
184756,ha amio valo achi ....ar tomader barir sobai kamon ache didi ? ..,Bengali,12132,810185,0,0,11.0,160.0,0.0,ha amio valo achi ar tomader barir sobai kamon ache didi,"Yes, I'm good and all of your house is sister"
184757,hii friend ,Bengali,3042,211969,0,0,1.0,179.0,0.0,hii friend,This Friend
184758,kiss keu korena boll ? khanki  magi,Bengali,39628,111696,0,5,0.0,505.0,0.0,kiss keu korena boll khanki magi,Kiss Nobody says Khanki Magi
184759,tq my bro ,Bengali,23115,374292,0,0,0.0,104.0,0.0,tq my bro,she my bro
184762,arponpurkaite thanks,Bengali,20290,602219,0,0,0.0,29.0,0.0,arponpurkaite thanks,arponpurkaite thanks
184763,oii rendi magi,Bengali,32480,500949,0,2,0.0,675.0,1.0,oii rendi magi,OII Rendi Magi.
184764,kutti kamini randi,Bengali,16172,510503,0,1,0.0,249.0,1.0,kutti kamini randi,kutti kamini randi
184766,kintu ..ta sob cele .bojena.  je tarao .ma boner ak jat ami jodi .porke ..aponkori .to ..amar mabonke o ..kora uchit .taina .kothata taito ..kintu ..ta sobai .boje sob sudu saytani .mon niye gurba ..are vai koro na amon acharon ta hishab rakchen vogoban ba kuda ..taja ache ki ..ai joto .amra manush ..achi ..na ..amader dui kadhe ..duto ..farista ..ke ..reke diye che  ..tara sob dake deke nekitiv korche ..are ..dayri ..likhchen ..are ..ai dujonar modde ..akjon bolbe ..koro ..ja kushi ..arakjon bolbe are kadbe ..na korona ..kobor dar ..bidhata dakchen ..more gelai .,Bengali,11898,228858,0,0,0.0,77.0,0.0,kintu ta sob cele bojena je tarao ma boner ak jat ami jodi porke aponkori to amar mabonke o kora uchit taina kothata taito kintu ta sobai boje sob sudu saytani mon niye gurba are vai koro na amon acharon ta hishab rakchen vogoban ba kuda taja ache ki ai joto amra manush achi na amader dui kadhe duto farista ke reke diye che tara sob dake deke nekitiv korche are dayri likhchen are ai dujonar modde akjon bolbe koro ja kushi arakjon bolbe are kadbe na korona kobor dar bidhata dakchen more gelai,Kintu ta sob cele bojena je tarao porke aponkori to ami jodi porke o kora uchit taina kothata taito ta sobai boje sob sudu kintani mon niye gurba affair vai koro na AMON ACHARON TA Hishab Rakchen Vogoban Ba Kuda Taja Ache Ki AiJoto Amra Manush Achi Na Amader Dui Kadhe Duto Che Tara Sob Dee deke Nekitiv Korche Areri Likhchen Are Ai Dujonar Modde Akjon Bolbe Koro Ja Kushi Arakjon Bolbe Are Kadbe Na Korona Kobor Dar Bidhata Dakchen More Gelai
184767,man madrachod,Bengali,10581,369590,0,6,0.0,3977.0,1.0,man madrachod,man madrachod.
184768,o magi oirokom bol6a valo lagja magi,Bengali,20004,179654,0,0,0.0,61.0,1.0,o magi oirokom bola valo lagja magi,"And Magi, like that, like this, Magi"
184769,pothoma valo lagchilo,Bengali,31124,1063660,0,0,3.0,55.0,0.0,pothoma valo lagchilo,First looked like
184771,sotthi akdin dekhbe thik ami morege6i tumi sudip sathe kotha bol6o to,Bengali,40055,448466,0,0,0.0,71.0,0.0,sotthi akdin dekhbe thik ami moregei tumi sudip sathe kotha bolo to,"Sitish will see one day, just talking to you in Marragh"
184773,ha maa iaxmi viloraco,Bengali,9754,337531,0,0,0.0,38.0,0.0,ha maa iaxmi viloraco,Yes Maa Immigi Vilors
184774,tum ra boifarnt  golfarnt,Bengali,38979,105357,0,0,1.0,127.0,0.0,tum ra boifarnt golfarnt,Tum Ra Bifartnt Golfarnt
184775,mashallah khub sundar lag6e tomake,Bengali,16413,888025,0,2,1.0,114.0,0.0,mashallah khub sundar lage tomake,Mashallah takes you very nice
184776,xxx.com xxxx video,Bengali,3350,880599,0,0,0.0,117.0,1.0,xxxcom xxxx video,xxxcom xxxx video
184778,randi magi khanki magi,Bengali,31240,807365,0,0,0.0,144.0,1.0,randi magi khanki magi,Randy Magi Khanki Magi
184779,8116584543 call mi,Bengali,25936,304717,0,0,0.0,437.0,0.0,call mi,call me
184780,asha9064115714 ,Bengali,13508,772296,0,0,0.0,49.0,0.0,asha,Asha.
184781,mazumderaftab476 ki?,Bengali,13508,259374,0,0,0.0,40.0,0.0,mazumderaftab ki,Majumdarfatab's
184782,sala khandagiri chele,Bengali,11164,855048,0,0,0.0,51.0,1.0,sala khandagiri chele,Chell the condemnation of the time
184783,ok,Bengali,5822,510503,0,1,0.0,249.0,0.0,ok,ok
184784,puja so sweet,Bengali,17178,588408,0,0,1.0,35.0,0.0,puja so sweet,puja so sweet
184786,oi kamon acho,Bengali,14078,856579,0,0,1.0,42.0,0.0,oi kamon acho,oi kamon acho
184788,76546919801 didi a ki likacho,Bengali,504,320130,0,1,0.0,649.0,0.0,didi a ki likacho,DDI A KIKA
184789,enjoy your trip,Bengali,3367,559248,0,0,1.0,38.0,0.0,enjoy your trip,enjoy your trip
184790,hat  rendi,Bengali,38552,369590,0,6,0.0,3977.0,1.0,hat rendi,Hat Rendi
184791,tumara vi,Bengali,31637,1081623,0,0,3.0,87.0,0.0,tumara vi,Yours
184792,11725591001 yaar aap mat,Bengali,12856,1044270,0,0,1.0,70.0,0.0,yaar aap mat,Do not you
184794,"darun, sem,me",Bengali,28146,196700,0,0,1.0,57.0,0.0,darun semme,Darren seed
184795,tor manosik somossa age tui sustho ho,Bengali,33852,272920,0,0,0.0,32.0,0.0,tor manosik somossa age tui sustho ho,You are healthy before your mental problem
184797,ki bal eta,Bengali,37571,710419,0,4,0.0,1240.0,1.0,ki bal eta,What Baal is
184799,ata aber kon randi alo ra,Bengali,28561,904094,0,9,0.0,5351.0,1.0,ata aber kon randi alo ra,It's no Randy L ra
184800,rendi ke bachci rendi,Bengali,8002,904094,0,9,0.0,5351.0,1.0,rendi ke bachci rendi,Reddy's baby
184801,xxxxxxxxxxxcc,Bengali,30235,478702,0,1,0.0,208.0,1.0,xxxxxxxxxxxcc,xxxxxxxxxxxcc
184808,a      ,Bengali,35496,272920,0,0,0.0,32.0,0.0,a,a
184809,ai jamata khup sundor ai rakom jama pora video korba   tomaka dakta valo lagba,Bengali,12687,855106,0,2,1.0,1539.0,0.0,ai jamata khup sundor ai rakom jama pora video korba tomaka dakta valo lagba,"This dress is very nice of such a dress, you will like to offer a video"
184810,xxxxxv,Bengali,3721,731886,0,5,0.0,2081.0,1.0,xxxxxv,xxxxxv
184813,98091999501 ekdom thik,Bengali,28445,68172,0,3,0.0,355.0,0.0,ekdom thik,Just right
184814,"bencud indiya,,china army ko india bana diya bencud india ",Bengali,14052,691332,0,0,0.0,96.0,1.0,bencud indiyachina army ko india bana diya bencud india,Bankad India Revenge made India to India
184815,buro amar video kore ei boyse video kore video post korte lojja korena,Bengali,25903,994162,0,0,0.0,67.0,0.0,buro amar video kore ei boyse video kore video post korte lojja korena,My video shames my video on this age video to post video
184816,think,Bengali,4004,847853,0,15,0.0,854.0,0.0,think,think
184818,oooh ,Bengali,35895,896064,0,1,0.0,87.0,0.0,oooh,oooh
184819,top randy,Bengali,31334,290296,0,0,0.0,60.0,1.0,top randy,top randy
184820,58473122211 thank you so much  dear friend,Bengali,13508,772296,0,0,0.0,49.0,0.0,thank you so much dear friend,thank you so much dear friend
184823,morbe saly,Bengali,19176,880599,0,0,0.0,117.0,0.0,morbe saly,Will die
184824,tor bapke chuda,Bengali,31433,857365,0,2,0.0,1103.0,1.0,tor bapke chuda,Tore fate
184825,very good night very beautiful so sweet ,Bengali,12691,695836,0,0,4.0,88.0,0.0,very good night very beautiful so sweet,very good night very beautiful so sweet
184826,hi i love you tomaka sudu tomay  9734186802,Bengali,4387,221858,0,0,0.0,142.0,0.0,hi i love you tomaka sudu tomay,hi i love you tomaka sudu tomay
184827,thor ret koto,Bengali,33195,324027,0,0,0.0,125.0,1.0,thor ret koto,How much is the rate
184828," ""khanki chudi maya magi randibessha tui""",Bengali,13806,798959,0,0,0.0,198.0,0.0,khanki chudi maya magi randibessha tui,Khanki Chuidi Maggi Runbesesa You
184829,tui to ak nombor khanki,Bengali,9813,251671,0,2,0.0,371.0,1.0,tui to ak nombor khanki,You're a number one
184830,hi good very very nice  good morning ,Bengali,25431,426861,0,3,0.0,99.0,0.0,hi good very very nice good morning,hi good very very nice good morning
184832,good morning didi kamon acho didi ki kor6o ,Bengali,12132,947221,0,0,1.0,77.0,0.0,good morning didi kamon acho didi ki koro,Good Morning Kiss Kamon Achami Stints
184833," ""gudmarani magi  ononno saree poro na !! ba gud khule vedio banao namagi chudi laal par pujar sarre pore keno !! khanki magii""",Bengali,8222,1013762,0,0,0.0,78.0,1.0,gudmarani magi ononno saree poro na ba gud khule vedio banao namagi chudi laal par pujar sarre pore keno khanki magii,"Gedmanani Magi is not wearing unique sarees or opening the cunt, why Khanki Maggir after the red frontal worship sarore"
184834,super,Bengali,25865,66127,0,0,1.0,195.0,0.0,super,super
184835, ovab ni,Bengali,35572,298502,0,1,0.0,1046.0,1.0,ovab ni,Did not lack
184836,i love you hmmmm nice ,Bengali,22694,628394,0,0,10.0,203.0,0.0,i love you hmmmm nice,i love you hmmmm nice
184837,"       ,,,,,,,,,,,chilo 8918434826",Bengali,18893,687035,0,0,0.0,60.0,0.0,chilo,Was
184838,lesbian naki ,Bengali,14323,561566,0,1,0.0,810.0,1.0,lesbian naki,lesbian naki
184839,sg koro plz,Bengali,28968,981732,0,0,1.0,54.0,0.0,sg koro plz,sg koro plz
184840,my new video share kardi ,Bengali,29813,291458,0,0,1.0,135.0,0.0,my new video share kardi,my new video share kardi
184841,sameer111111 hello ji,Bengali,22290,92510,0,0,1.0,134.0,0.0,sameer hello ji,make hello jii
184842,tumi khub sandur amar khub valo lage tomar vidio,Bengali,29988,375882,0,0,1.0,34.0,0.0,tumi khub sandur amar khub valo lage tomar vidio,You're very good at Sandura I like your video
184843,7319573797 amar number,Bengali,39734,316839,0,20,0.0,420.0,0.0,amar number,My number
184845,aap kis village me rahati hai,Bengali,35439,760672,0,3,44.0,1143.0,0.0,aap kis village me rahati hai,Where do you live in
184846,oi mota magi tui valo nd magi,Bengali,19766,660935,0,0,0.0,139.0,1.0,oi mota magi tui valo nd magi,That thick mugs are good nd mugi
184847,sajed3322nice,Bengali,14785,385059,0,0,3.0,53.0,0.0,sajednice,sjajednice.
184849,super performance didi nice,Bengali,27833,113008,0,0,1.0,160.0,0.0,super performance didi nice,super performance didi nice
184851,right kota dada vai,Bengali,33052,847853,0,15,0.0,854.0,0.0,right kota dada vai,Right City Chest Vai
184852,akei bole paka bassa ki bondhura taito??,Bengali,25465,558746,0,0,73.0,367.0,0.0,akei bole paka bassa ki bondhura taito,That's what the tanned house
184853,wow  ata sotti jol pori,Bengali,3088,207268,0,0,1.0,81.0,0.0,wow ata sotti jol pori,Wife it's really water
184857,aman library,Bengali,25824,316839,0,20,0.0,420.0,0.0,aman library,Secure Library
184859,super,Bengali,28749,298164,0,4,1.0,270.0,0.0,super,super
184861,oder ka katu katu kara  tela tela mara noito jonoganar hate  tula petiya petiya marra,Bengali,4801,41636,0,1,0.0,272.0,0.0,oder ka katu katu kara tela tela mara noito jonoganar hate tula petiya petiya marra,"Petiya Petiya Marra, who died in the field of oil oil,"
184862,ooo ke lakcha,Bengali,3596,1080297,0,0,1.0,42.0,0.0,ooo ke lakcha,Ooo to Lakcha.
184865,khanki magi chila akon nok ta kata aktu valo hola naki ,Bengali,35299,313198,0,1,0.0,205.0,1.0,khanki magi chila akon nok ta kata aktu valo hola naki,Khanki Magi was a little better if it was a little bit better
184866,soqqr,Bengali,13075,896064,0,1,0.0,87.0,0.0,soqqr,glow
184867,i miss you re pagli,Bengali,21968,491859,0,2,0.0,1201.0,1.0,i miss you re pagli,i miss you re pagli
184868,nahin sudhrega to tujhe chodenge bhosdi wali sudhar,Bengali,35118,508583,0,0,0.0,74.0,1.0,nahin sudhrega to tujhe chodenge bhosdi wali sudhar,"If you do not improve, you will leave it"
184869,sharam nii ha kya thudi si bhi,Bengali,23088,557224,0,0,0.0,309.0,1.0,sharam nii ha kya thudi si bhi,Shame ni ha
